10,10,20,10,10,10,20,10
10,10,20,10,10,10,20,10
30,10,20,10,10,10,20,10
40,10,20,10,10,10,20,10
50,10,20,10,10,10,20,10
50,10,20,10,10,10,20,10
60,10,20,10,10,10,20,10
60,10,20,10,10,10,20,10
70,10,20,10,10,10,20,10
70,10,20,10,10,10,20,10
80,10,20,10,10,10,20,10
90,10,20,10,10,10,20,10
99,20,20,10,10,10,20,10
99,30,20,10,10,10,20,10
99,40,20,10,10,10,20,10
99,80,20,10,10,10,20,10
99,90,40,20,10,10,20,10
99,99,80,20,10,10,20,10
99,99,99,30,10,10,20,10
99,99,99,80,10,10,20,10
99,99,99,99,20,10,20,10
99,99,99,99,60,10,20,10
99,99,99,99,80,20,20,10
99,99,99,99,90,30,20,10
99,99,99,99,99,40,20,10
99,99,99,99,99,50,20,10
99,99,99,99,99,60,20,10
99,99,99,99,99,70,30,10
99,99,99,99,99,80,70,10
99,99,99,99,99,90,80,20
99,99,99,99,99,90,90,30
99,99,99,99,99,90,90,40
99,99,99,99,99,90,90,50
99,99,99,99,99,90,90,60
99,99,99,99,99,90,90,60
99,99,99,99,99,90,99,70
99,99,99,99,99,90,99,80
99,99,99,99,99,90,99,90
99,99,99,99,99,90,99,99